user_id,uuid,age,gender,city,university,major,study_year,living_status,scholarship,part_time_income,other_income,total_income,monthly_budget,financial_goal,goal_amount,target_months,financial_personality
4458,cce5006f-94ec-4d9d-b946-a6d03107ac66,20,Male,Madinah,Imam Mohammad Ibn Saud Islamic University,Artificial Intelligence,2,With Family,0,800,0,800,682.85,Investment,10000,6,Balanced
4459,6a0e2e5e-687a-4f26-ad27-5e119ad785be,23,Female,Qassim,Umm Al-Qura University,Finance,2,With Family,1500,0,0,1500,1325.83,Gaming PC,8000,6,Improving
4460,7af9356e-72ca-43ce-832b-6ff41f160176,23,Female,Jeddah,Imam Mohammad Ibn Saud Islamic University,Accounting,1,With Family,990,0,200,1190,1003.49,Phone,4500,12,Shopaholic
4461,7fc3223c-35c4-49aa-a5a9-70e62d87f5bf,23,Male,Abha,Umm Al-Qura University,Business Administration,2,Shared Apartment,1000,0,200,1200,977.67,Investment,10000,9,Disciplined
4462,bea7e246-f09c-494a-9673-e71063023136,22,Male,Qassim,King Abdulaziz University,Artificial Intelligence,2,With Family,990,1800,0,2790,2394.14,Laptop,5000,9,Shopaholic
4463,44e9d3f8-d113-443e-87ab-4e0e2b3115b0,19,Female,Madinah,King Abdulaziz University,Business Administration,1,Dorm,990,0,400,1390,1230.8,Gaming PC,8000,6,Balanced
4464,c7b88fbd-cf42-43a7-89f4-6c3e164537eb,19,Female,Abha,King Saud University,Medicine,5,With Family,990,800,0,1790,1495.73,Laptop,5000,9,Shopaholic
4465,b9ae1872-3b23-4421-adc3-186fc52d0149,20,Female,Abha,Imam Mohammad Ibn Saud Islamic University,Finance,1,Shared Apartment,990,0,0,990,924.75,Gaming PC,8000,12,Coffee Lover
4466,10128c62-6e3c-4c10-a504-d11648963dcb,24,Male,Abha,King Saud University,Business Administration,1,Shared Apartment,1000,0,0,1000,797.44,Investment,10000,9,Improving
4467,d7770ff8-660e-4195-a62b-37399f72e192,18,Male,Madinah,King Abdulaziz University,Nursing,3,With Family,990,0,0,990,867.18,Emergency Fund,6000,12,Shopaholic
4468,f5ae3c72-6a6a-4176-a752-51fec0df2dbe,19,Male,Madinah,King Fahd University of Petroleum and Minerals,Artificial Intelligence,5,With Family,990,0,0,990,866.86,Laptop,5000,9,Balanced
4469,b4dd3f7b-aa38-49b1-96a2-70881772ed1e,21,Male,Tabuk,Qassim University,Accounting,2,With Family,990,0,0,990,767.11,Car,25000,12,Impulsive
4470,45dbdf66-addf-4953-a5e8-12b20ce29f01,18,Female,Abha,King Fahd University of Petroleum and Minerals,Law,3,With Family,990,0,0,990,940.43,Phone,4500,6,Balanced
4471,31eda897-78cf-4f87-8350-fecae74b3a3d,20,Male,Riyadh,Umm Al-Qura University,Software Engineering,1,Dorm,1000,800,200,2000,1899.4,Laptop,5000,6,Shopaholic
4472,b6d8802d-9cb7-49ca-aa26-183f2a38cb2a,18,Male,Qassim,Taibah University,Electrical Engineering,5,Dorm,990,1800,700,3490,3191.1,Car,25000,3,Budget Student
4473,da3ce3f9-87c0-429d-a8fe-620e192a5bc5,24,Female,Tabuk,Umm Al-Qura University,Law,5,With Family,1000,500,400,1900,1500.97,Laptop,5000,6,Overspender
4474,bfcaede0-18a5-43b5-8833-136ac471668f,19,Male,Qassim,King Abdulaziz University,Electrical Engineering,3,Dorm,990,0,0,990,751.33,Phone,4500,9,Disciplined
4475,d57d59ad-9f7d-4a7a-8035-b094fd82c69f,22,Female,Makkah,Umm Al-Qura University,Artificial Intelligence,2,Dorm,990,2500,0,3490,3186.93,Emergency Fund,6000,12,Balanced
4476,b22c5e16-9a09-4adc-a20d-da468416a073,21,Female,Madinah,King Khalid University,Accounting,2,Shared Apartment,990,500,0,1490,1128.01,Travel,4000,6,Budget Student
4477,312d0ae9-3c08-4a57-b887-9578c2575946,20,Female,Tabuk,King Saud University,Software Engineering,4,With Family,0,0,400,400,328.39,Car,25000,9,Balanced
4478,5a988665-fafc-4d93-8c20-4affbcbeff04,25,Female,Jeddah,Prince Sattam bin Abdulaziz University,Information Systems,4,Shared Apartment,0,0,0,0,0.0,Investment,10000,9,Balanced
4479,dbc056c1-62a1-4c1b-9413-d0e275c1ecd6,19,Male,Riyadh,Umm Al-Qura University,Computer Science,1,Dorm,990,1200,0,2190,1720.76,Travel,4000,12,Impulsive
4480,97079d3f-8a99-41fb-ad04-a92bd6ecf073,25,Female,Abha,Qassim University,Artificial Intelligence,2,With Family,1000,0,0,1000,848.33,Car,25000,6,Disciplined
4481,abcf6b53-05b1-4c45-ba17-26a9176d77e2,21,Female,Dammam,King Fahd University of Petroleum and Minerals,Accounting,3,With Family,990,500,0,1490,1384.0,Travel,4000,12,Balanced
4482,b08bfe10-c36b-4813-b072-a315b9134955,19,Male,Riyadh,King Saud University,Computer Science,2,With Family,990,1200,0,2190,1652.22,Car,25000,3,Budget Student
4483,7f8d74ca-a5cf-436c-ae8d-29e1390da563,20,Female,Abha,Taibah University,Medicine,4,With Family,990,0,0,990,764.51,Emergency Fund,6000,6,Social Spender
4484,634db6f8-25bb-4c34-83fa-6bd734f05288,20,Female,Madinah,King Abdulaziz University,Software Engineering,5,With Family,990,0,0,990,873.06,Gaming PC,8000,9,Improving
4485,99ecddb3-7ae2-4f98-9029-0c29595d74d7,19,Male,Tabuk,Taibah University,Software Engineering,4,With Family,990,800,200,1990,1658.68,Gaming PC,8000,9,Social Spender
4486,d8a3bf54-25ca-4fe9-991b-453362459572,19,Male,Tabuk,Imam Mohammad Ibn Saud Islamic University,Mechanical Engineering,5,Dorm,1000,500,200,1700,1318.15,Car,25000,9,Disciplined
4487,802dd56f-cd98-4136-87d8-2319013c38e8,25,Male,Makkah,Imam Mohammad Ibn Saud Islamic University,Computer Science,5,Alone,990,1800,0,2790,2358.44,Car,25000,6,Budget Student
4488,42d918a8-cb4b-4a1e-85eb-c458dfb1612f,23,Male,Qassim,King Saud University,Artificial Intelligence,5,With Family,1000,800,200,2000,1766.1,Car,25000,9,Balanced
4489,5e644f54-54d8-49a5-9b68-fbff244617fd,22,Female,Madinah,Taibah University,Artificial Intelligence,5,With Family,990,1200,400,2590,2117.71,Investment,10000,3,Balanced
4490,2a24c63d-4ffa-4dff-90d5-a063f6d55a0a,20,Male,Jeddah,King Fahd University of Petroleum and Minerals,Electrical Engineering,5,With Family,0,0,200,200,171.62,Phone,4500,3,Balanced
4491,15293742-f230-434e-b61e-eebe11efabe5,24,Male,Dammam,Imam Mohammad Ibn Saud Islamic University,Information Systems,2,Alone,990,1800,0,2790,2148.93,Emergency Fund,6000,6,Tech Enthusiast
4492,7ac086d0-937b-46e5-b67c-74e87318e099,22,Female,Qassim,King Saud University,Cybersecurity,1,With Family,990,0,0,990,850.58,Travel,4000,3,Disciplined
4493,98832414-a3b5-4714-bbe6-5ce65cb59605,20,Female,Qassim,King Saud University,Finance,2,With Family,1000,0,200,1200,923.74,Phone,4500,3,Balanced
4494,03909b00-58ed-4e31-b1bf-b483a0e413a5,23,Female,Abha,Princess Nourah University,Finance,2,Shared Apartment,1500,0,0,1500,1183.13,Travel,4000,3,Coffee Lover
4495,b02d396b-0b36-4ad1-9dbf-ad714dfe2a4f,23,Female,Jeddah,King Fahd University of Petroleum and Minerals,Mechanical Engineering,5,With Family,1000,0,0,1000,828.2,Emergency Fund,6000,9,Balanced
4496,da23f466-1e11-4c3a-8ad0-3192c191cb41,24,Female,Dammam,Princess Nourah University,Electrical Engineering,2,With Family,1000,0,0,1000,928.13,Investment,10000,12,Impulsive
4497,a2254d64-168f-4744-abd0-63899b8fbc9a,20,Female,Abha,Imam Mohammad Ibn Saud Islamic University,Software Engineering,5,With Family,990,500,200,1690,1539.88,Phone,4500,3,Balanced
4498,397a62c5-96b2-4f0c-96fa-1383af62da06,18,Female,Madinah,King Saud University,Computer Science,5,With Family,1000,1200,0,2200,1748.89,Gaming PC,8000,3,Social Spender
4499,782cff8e-e077-431f-b2f9-3edc4590fb73,24,Male,Riyadh,King Khalid University,Finance,5,With Family,1000,1200,0,2200,1910.29,Emergency Fund,6000,9,Social Spender
4500,655d4679-4afd-4244-baad-9f4da17a11aa,18,Female,Jeddah,King Fahd University of Petroleum and Minerals,Finance,3,Dorm,1000,0,0,1000,936.11,Emergency Fund,6000,3,Coffee Lover
4501,bc2fc8d2-caa6-4d54-bf61-f582c6bd4af4,18,Female,Tabuk,Taibah University,Electrical Engineering,5,With Family,990,0,0,990,765.91,Emergency Fund,6000,12,Shopaholic
4502,04dcdf6e-8f9b-4c3a-83ce-2d8206d1138e,23,Male,Abha,Taibah University,Nursing,3,Shared Apartment,0,1800,700,2500,1907.99,Investment,10000,9,Overspender
4503,8a769813-83d0-4925-bbfc-0be361011eeb,24,Female,Jeddah,Princess Nourah University,Medicine,5,Dorm,990,800,0,1790,1371.31,Laptop,5000,12,Improving
4504,81254515-190e-4ef4-8c52-1c18f89ea320,23,Male,Madinah,King Khalid University,Accounting,4,With Family,1000,0,0,1000,841.6,Laptop,5000,3,Social Spender
4505,60929645-9342-4125-906c-0fda1b16b217,19,Male,Madinah,King Abdulaziz University,Law,4,Dorm,990,0,0,990,863.88,Phone,4500,12,Tech Enthusiast
4506,c894b190-3875-4496-b586-a7ec3c867124,23,Female,Riyadh,King Saud University,Software Engineering,4,With Family,990,0,0,990,800.37,Gaming PC,8000,3,Tech Enthusiast
4507,1b97fa70-85f0-47fe-a9e4-d753e0c08a25,20,Male,Qassim,Umm Al-Qura University,Nursing,2,With Family,990,0,0,990,848.88,Laptop,5000,9,Social Spender
4508,f8ba8e56-280b-4d7a-b455-d09124b3383d,24,Male,Tabuk,King Abdulaziz University,Nursing,2,With Family,990,1200,0,2190,1984.43,Car,25000,9,Balanced
4509,2cdea492-b4c6-42a2-ae1d-f175ce849341,23,Male,Dammam,Taibah University,Information Systems,4,Shared Apartment,990,0,0,990,900.37,Car,25000,3,Coffee Lover
4510,118a0d18-9635-4a1d-b061-1d1d33e8f25a,18,Female,Qassim,Imam Mohammad Ibn Saud Islamic University,Computer Science,2,With Family,990,1800,400,3190,2817.5,Gaming PC,8000,12,Budget Student
4511,cce8e1b6-6e02-458c-b435-0351ee4f0efd,21,Male,Tabuk,Umm Al-Qura University,Information Systems,5,With Family,990,1200,0,2190,1696.38,Laptop,5000,12,Overspender
4512,92ce2819-1cdd-47b6-8bba-90815ef6e690,20,Female,Dammam,Taibah University,Mechanical Engineering,5,Shared Apartment,0,1800,0,1800,1677.64,Emergency Fund,6000,3,Coffee Lover
4513,3da29cb0-a819-442e-a41e-012ad9871f66,18,Male,Madinah,Taibah University,Information Systems,1,With Family,1500,1800,0,3300,2956.3,Car,25000,6,Improving
4514,dd51f822-2c9d-4fb2-96d5-3e23bc8f0b09,18,Female,Qassim,King Saud University,Software Engineering,3,Dorm,1000,500,400,1900,1764.49,Emergency Fund,6000,9,Social Spender
4515,72072fec-1726-4524-90bb-a7b930917431,21,Male,Jeddah,King Saud University,Cybersecurity,4,With Family,1500,0,0,1500,1381.02,Phone,4500,3,Disciplined
4516,a5b4b7fb-cf87-4497-bd8e-cf3bf85f4e11,22,Male,Qassim,King Saud University,Electrical Engineering,5,With Family,990,800,200,1990,1535.43,Gaming PC,8000,3,Overspender
4517,156d3361-a20c-4bec-b9e5-71b45a135fd9,19,Female,Makkah,King Saud University,Business Administration,3,With Family,0,1200,0,1200,1089.56,Emergency Fund,6000,6,Overspender
4518,07d3b5a8-39cc-4be0-9df1-ba6ce3ff3331,24,Female,Jeddah,King Khalid University,Finance,3,With Family,1000,800,0,1800,1594.73,Investment,10000,9,Coffee Lover
4519,44a747fd-00f3-44cc-bf0c-f1a90101daf7,20,Female,Madinah,King Abdulaziz University,Business Administration,1,With Family,990,500,0,1490,1200.54,Phone,4500,12,Disciplined
4520,aff5d598-9d27-474d-8dae-b093acba6245,22,Male,Tabuk,King Fahd University of Petroleum and Minerals,Medicine,5,Shared Apartment,1000,1200,200,2400,1943.25,Emergency Fund,6000,3,Improving
4521,3ec54c3c-0c97-44e2-8ce9-99ebaeb3b226,23,Male,Jeddah,Princess Nourah University,Accounting,1,Shared Apartment,990,1200,400,2590,2023.81,Travel,4000,9,Social Spender
4522,d4382a5e-a885-470a-8b71-879212e3809c,24,Male,Qassim,Qassim University,Information Systems,1,With Family,1500,1200,0,2700,2531.39,Gaming PC,8000,12,Tech Enthusiast
4523,915e2280-d597-4a83-b690-c7790aeec905,24,Female,Qassim,King Abdulaziz University,Mechanical Engineering,1,With Family,1500,0,200,1700,1404.09,Laptop,5000,3,Budget Student
4524,18021301-3a7e-457b-ab22-b1acdbf98fee,22,Male,Dammam,King Khalid University,Business Administration,3,With Family,0,0,0,0,0.0,Travel,4000,12,Budget Student
4525,d22378fd-9a3b-488d-bdc7-ff2e66071adc,24,Male,Qassim,King Abdulaziz University,Electrical Engineering,3,Shared Apartment,1000,0,400,1400,1262.62,Investment,10000,6,Budget Student
4526,077686d6-9d9e-4711-9f58-6c49dfc3853d,25,Male,Tabuk,King Saud University,Artificial Intelligence,3,With Family,1000,0,400,1400,1054.85,Car,25000,12,Balanced
4527,80f3220d-76b6-45a9-9a16-f4bf9687d6e6,19,Female,Qassim,Imam Mohammad Ibn Saud Islamic University,Artificial Intelligence,2,Shared Apartment,990,0,0,990,757.16,Car,25000,6,Improving
4528,2d1c4bea-c184-4589-982d-1c9a984b9f50,19,Male,Tabuk,Qassim University,Artificial Intelligence,5,With Family,0,0,0,0,0.0,Investment,10000,12,Disciplined
4529,be671e12-a2e0-4f42-ae1c-0475d1c5b2b2,25,Male,Makkah,Prince Sattam bin Abdulaziz University,Information Systems,3,With Family,1000,0,0,1000,833.22,Phone,4500,9,Social Spender
4530,7630f39f-95cf-4867-9c95-6135143da4f1,25,Male,Tabuk,Prince Sattam bin Abdulaziz University,Computer Science,1,With Family,1000,0,0,1000,850.2,Gaming PC,8000,9,Budget Student
4531,6137cdbf-f8a4-4312-866d-cb80fddfe2bd,23,Female,Madinah,Qassim University,Accounting,2,Dorm,990,0,0,990,758.24,Investment,10000,3,Budget Student
4532,9358c103-52fa-47d0-a2e6-dae0bf05317a,23,Female,Abha,King Khalid University,Nursing,4,Dorm,990,1800,0,2790,2425.97,Phone,4500,9,Impulsive
4533,3e8d89f8-4109-4648-ab25-973edff951cd,25,Female,Tabuk,Taibah University,Electrical Engineering,3,Alone,990,0,0,990,883.96,Emergency Fund,6000,6,Balanced
4534,7c08dd57-15cd-4978-9028-5a4238bba998,22,Male,Makkah,King Abdulaziz University,Artificial Intelligence,2,With Family,1000,0,0,1000,834.65,Investment,10000,9,Social Spender
4535,58a0d361-9b22-4088-9bc2-c4777071ceac,22,Male,Jeddah,Prince Sattam bin Abdulaziz University,Accounting,1,With Family,990,0,0,990,798.74,Gaming PC,8000,6,Balanced
4536,efb96ff5-90ba-4eb3-86d0-65281b84d870,19,Male,Tabuk,King Fahd University of Petroleum and Minerals,Software Engineering,3,With Family,1000,1200,0,2200,1675.22,Car,25000,3,Shopaholic
4537,a917cebd-db8d-4aa2-b330-d693bb52e1f1,18,Male,Abha,Taibah University,Medicine,2,Shared Apartment,990,0,0,990,760.57,Emergency Fund,6000,3,Coffee Lover
4538,cc3087f5-9ac1-47e2-bc5b-d62bb4481768,21,Female,Madinah,King Fahd University of Petroleum and Minerals,Software Engineering,2,Alone,0,1800,0,1800,1701.76,Gaming PC,8000,3,Disciplined
4539,3bc9567b-06dc-4fa7-a9c9-674f35838895,20,Male,Abha,King Khalid University,Business Administration,1,Alone,1000,1200,0,2200,2085.84,Gaming PC,8000,3,Disciplined
4540,3b6ca5c3-14e2-4e66-9404-a83429d2b480,23,Female,Dammam,Prince Sattam bin Abdulaziz University,Software Engineering,5,Dorm,1000,1200,0,2200,1698.93,Car,25000,12,Balanced
4541,7d16e395-17ed-4425-a9c0-5ff67e1b2fb2,19,Male,Qassim,King Saud University,Cybersecurity,2,With Family,1500,0,200,1700,1503.0,Laptop,5000,6,Social Spender
4542,3648bebb-2489-4099-90b6-dc524b1725ef,22,Male,Qassim,King Khalid University,Information Systems,1,Dorm,990,0,0,990,809.41,Travel,4000,9,Budget Student
4543,ffd8f703-efe2-4699-afff-f5caa5ffe2d7,22,Female,Qassim,King Abdulaziz University,Accounting,1,With Family,1500,0,0,1500,1195.36,Investment,10000,3,Balanced
4544,0182e96c-2677-4f30-ada3-efafff76287a,23,Male,Makkah,King Fahd University of Petroleum and Minerals,Business Administration,5,Dorm,990,500,200,1690,1580.81,Travel,4000,6,Disciplined
4545,3dfdd86b-2d86-4303-a418-f6440e83af71,19,Male,Madinah,Imam Mohammad Ibn Saud Islamic University,Artificial Intelligence,4,With Family,1000,0,0,1000,827.65,Investment,10000,3,Improving
4546,fa768117-f786-4ed9-964a-19843356ce99,23,Male,Madinah,Prince Sattam bin Abdulaziz University,Computer Science,4,With Family,1500,1200,700,3400,3120.91,Laptop,5000,9,Coffee Lover
4547,8ec7a334-16cb-4a74-ac08-428ecb74c54c,22,Female,Madinah,Taibah University,Business Administration,2,Dorm,990,0,0,990,826.78,Car,25000,3,Disciplined
4548,b539b261-57a8-4a84-bf3b-2fcf41956be4,21,Female,Makkah,Imam Mohammad Ibn Saud Islamic University,Mechanical Engineering,2,Alone,990,0,0,990,922.38,Gaming PC,8000,9,Disciplined
4549,9e1b1bc2-b911-44e0-a3f4-30edb8fcc1f0,25,Female,Tabuk,King Fahd University of Petroleum and Minerals,Medicine,2,With Family,990,0,0,990,807.43,Laptop,5000,6,Shopaholic
4550,d10041a5-019d-490d-a1ab-16fcf8e556ef,24,Male,Dammam,Imam Mohammad Ibn Saud Islamic University,Law,3,Shared Apartment,1000,1800,400,3200,2711.35,Investment,10000,3,Overspender
4551,d5f067b0-a247-4835-95d6-60b5b49ca27a,18,Female,Dammam,King Khalid University,Artificial Intelligence,5,With Family,0,1200,0,1200,1134.79,Gaming PC,8000,6,Balanced
4552,82f645cd-b31f-4850-8c2e-492e5a851a06,24,Male,Tabuk,Imam Mohammad Ibn Saud Islamic University,Cybersecurity,5,Dorm,990,0,400,1390,1135.36,Phone,4500,12,Disciplined
4553,549ec473-4e95-408e-894c-6deba7a4ce74,23,Male,Makkah,King Khalid University,Artificial Intelligence,2,Shared Apartment,1000,0,0,1000,947.13,Investment,10000,6,Impulsive
4554,fb20ee14-16d1-40c3-8e2a-01315c4c83b0,23,Female,Riyadh,Prince Sattam bin Abdulaziz University,Computer Science,2,Dorm,1000,500,200,1700,1432.98,Emergency Fund,6000,9,Coffee Lover
4555,4e1a466b-c7a9-42ff-9a89-f0c4d3e9abea,21,Female,Qassim,Umm Al-Qura University,Information Systems,5,Shared Apartment,1500,0,0,1500,1363.18,Phone,4500,9,Impulsive
4556,dfd37117-a461-445e-881c-31a50ab65328,18,Female,Madinah,Imam Mohammad Ibn Saud Islamic University,Electrical Engineering,5,With Family,990,0,400,1390,1264.74,Investment,10000,12,Disciplined
4557,931205e9-f011-4a71-b958-a4885a00313f,20,Male,Jeddah,King Khalid University,Information Systems,5,With Family,1000,1200,0,2200,2055.84,Gaming PC,8000,12,Balanced
4558,a3f6dcce-2a24-4310-a3f9-46d679a55b85,18,Male,Jeddah,Umm Al-Qura University,Accounting,5,Shared Apartment,1000,1200,0,2200,1819.64,Gaming PC,8000,6,Coffee Lover
4559,0f614b16-f103-4458-bb06-3f4094d81e0b,20,Female,Madinah,King Fahd University of Petroleum and Minerals,Artificial Intelligence,5,Shared Apartment,1000,1200,400,2600,2414.4,Laptop,5000,12,Coffee Lover
4560,bca98b68-94d0-45f4-9e4f-8eb993322a28,19,Female,Jeddah,Imam Mohammad Ibn Saud Islamic University,Accounting,3,With Family,1000,800,0,1800,1510.35,Gaming PC,8000,6,Shopaholic
4561,0b528e4e-fb38-446a-88ff-8fd7be5ae3ba,18,Male,Madinah,Taibah University,Electrical Engineering,1,Dorm,990,500,0,1490,1405.94,Travel,4000,3,Social Spender
4562,9d038c8a-66f0-42d7-8f4a-93c37fccb19e,20,Female,Madinah,King Abdulaziz University,Finance,1,Dorm,1000,0,0,1000,851.41,Travel,4000,3,Balanced
4563,d50be950-9c90-46a6-996b-8cc2d1ffd263,23,Male,Dammam,Princess Nourah University,Law,4,Alone,990,1800,700,3490,3142.25,Car,25000,9,Budget Student
4564,b3876002-ae9c-47d9-824f-b692cfe63662,21,Female,Abha,Princess Nourah University,Medicine,2,Shared Apartment,1500,1800,200,3500,2953.51,Gaming PC,8000,9,Coffee Lover
4565,863fc094-76d9-4227-9d0e-92b15f1be59b,20,Female,Riyadh,Qassim University,Electrical Engineering,5,With Family,1000,0,0,1000,896.54,Laptop,5000,6,Disciplined
4566,10a3e9bd-7c62-45bb-95e9-a47b324d304f,19,Male,Qassim,King Khalid University,Law,3,With Family,1500,1800,700,4000,3634.87,Car,25000,12,Tech Enthusiast
4567,df05b986-fdc8-4270-8b73-2b7601f5ec3d,23,Female,Dammam,Imam Mohammad Ibn Saud Islamic University,Electrical Engineering,3,Dorm,1000,0,0,1000,908.02,Travel,4000,9,Budget Student
4568,065224a5-e204-4918-b6b1-2e226d76681a,25,Female,Riyadh,King Abdulaziz University,Business Administration,5,Shared Apartment,990,1200,0,2190,1766.66,Car,25000,9,Impulsive
4569,d0dc03d5-0aa8-4b2a-935d-69c54c1694fb,22,Female,Dammam,King Khalid University,Software Engineering,2,Dorm,1000,0,200,1200,1057.64,Travel,4000,12,Coffee Lover
4570,6be755e0-0b27-4a41-9cd7-8f148e397471,25,Male,Tabuk,Imam Mohammad Ibn Saud Islamic University,Information Systems,2,With Family,990,0,400,1390,1216.64,Phone,4500,12,Disciplined
4571,f7eff317-446f-46d6-b6a3-2d6d55219fe1,25,Female,Makkah,King Abdulaziz University,Nursing,3,Dorm,1500,800,700,3000,2321.64,Travel,4000,12,Disciplined
4572,438a56a1-db66-4bf3-a688-09bc01102c3e,25,Female,Tabuk,Imam Mohammad Ibn Saud Islamic University,Finance,3,Shared Apartment,1500,800,0,2300,1748.42,Investment,10000,3,Balanced
4573,99ed9c6c-cf9e-4b3a-a8b6-fc3cd64cfcc4,18,Male,Tabuk,Umm Al-Qura University,Finance,1,Dorm,990,1800,0,2790,2278.63,Gaming PC,8000,9,Impulsive
4574,ef3555dc-8470-4982-b396-6ad57d6b91a7,24,Female,Abha,King Abdulaziz University,Information Systems,5,With Family,0,0,200,200,168.76,Car,25000,3,Coffee Lover
4575,f15484c3-b104-4ec7-a444-84d9b6e32e4a,22,Male,Riyadh,King Fahd University of Petroleum and Minerals,Medicine,5,With Family,990,1200,0,2190,1873.82,Phone,4500,3,Budget Student
4576,6ebd9b10-487d-4d33-9073-5bdc1b5c550c,25,Female,Abha,King Saud University,Computer Science,5,With Family,990,500,0,1490,1244.82,Travel,4000,9,Disciplined
4577,d48f12ac-66a1-4954-b92b-754ed115e595,20,Female,Makkah,Prince Sattam bin Abdulaziz University,Accounting,1,With Family,1500,500,700,2700,2481.71,Gaming PC,8000,9,Tech Enthusiast
4578,4a6257b6-45c5-4bf3-90e1-11cade3d610e,20,Female,Dammam,King Saud University,Software Engineering,3,Dorm,990,1200,0,2190,1692.66,Investment,10000,3,Impulsive
4579,3e3f319b-c038-40e7-ae39-89717fadbb9c,19,Male,Tabuk,King Khalid University,Business Administration,1,With Family,1500,1200,0,2700,2093.8,Phone,4500,6,Balanced
4580,4aca326a-5c52-4381-888b-af749950a5a2,24,Male,Qassim,Princess Nourah University,Mechanical Engineering,2,With Family,1000,0,200,1200,1128.57,Car,25000,12,Balanced
4581,6bf1623c-8d2c-4779-87ca-b1a7fe5dd722,24,Male,Tabuk,King Saud University,Business Administration,1,Dorm,990,800,0,1790,1446.24,Laptop,5000,9,Disciplined
4582,8bd6b61c-cd84-45a3-994e-574bfb373ca8,19,Female,Madinah,King Saud University,Finance,5,With Family,1000,0,200,1200,948.51,Laptop,5000,6,Balanced
4583,df2737f0-1884-4f67-859a-dc6aea1a86a6,24,Male,Abha,King Fahd University of Petroleum and Minerals,Information Systems,2,With Family,990,0,0,990,882.96,Travel,4000,3,Balanced
